OT,Plan de facturacion,Estrato,promedio_36m,desv_36m,max_36m,min_36m,promedio_6m_1m,desv_6m_1m,max_6m_1m,min_6m_1m,promedio_12m_6m,desv_12m_6m,max_12m_6m,min_12m_6m,promedio_24m_12m,desv_24m_12m,max_24m_12m,min_24m_12m,promedio_36m_24m,desv_36m_24m,max_36m_24m,min_36m_24m,Caida_Inicio,Caida_Fin,LongitudCaida,CantidadCaidas,Prom_AntesCaida,Desv_AntesCaida,Max_AntesCaida,Min_AntesCaida,Prom_DespuesCaida,Desv_DespuesCaida,Max_DespuesCaida,Min_DespuesCaida,ConsumosCero,ConsumosDecimal,Resultado
5096785,Plan 204,Estrato 4,4.916666666666667,1.932799597918596,7.0,0.0,3.8333333333333335,3.311595788538611,7.0,0.0,6.714285714285714,0.48795003647426655,7.0,6.0,5.384615384615385,1.1208970766356101,7.0,3.0,4.0,1.35400640077266,6.0,2.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,2,0,Fraude
5562553,Plan 123,Estrato -1,149.83333333333334,35.34685275947493,214.0,30.0,177.16666666666666,72.44423142436301,214.0,30.0,146.85714285714286,40.27583465482567,212.0,103.0,135.76923076923077,13.311360099265128,154.0,113.0,156.0,14.628738838327793,177.0,137.0,MES -17,MES -9,9,2,150.5,15.535443347391151,177.0,113.0,170.88888888888889,56.291788318535104,214.0,30.0,0,0,Normal
4929055,Plan 123,Estrato -1,0.9408333333333333,2.2284079839331805,11.76,0.0,1.3883333333333334,0.35729073129129263,2.0,1.02,1.0,1.9148542155126762,5.0,0.0,0.0,0.0,0.0,0.0,1.5799999999999998,3.36666006600013,11.76,0.0,MES -26,MES -1,26,2,1.8672727272727272,3.439241700008067,11.76,0.0,1.19,0.0,1.19,1.19,24,7,Fraude
4959322,Plan 204,Estrato 2,17.27777777777778,2.0369600755062307,21.0,11.0,15.0,2.0976176963403033,17.0,11.0,16.285714285714285,3.1997023671109224,21.0,11.0,16.76923076923077,1.0127393670836666,18.0,15.0,18.76923076923077,1.3008872711759818,21.0,17.0,MES -8,MES -6,3,2,17.82758620689655,1.641466239367159,21.0,15.0,15.0,1.9148542155126762,17.0,11.0,0,0,Fraude
5119805,Plan 7,Estrato 4,22.764166666666668,19.69784721739916,67.74,0.0,41.641666666666666,8.886106946614285,46.88,24.0,24.885714285714283,16.230365427332863,48.0,0.0,28.06230769230769,22.458519969730176,67.74,0.0,9.150769230769232,9.62517312531612,31.31,0.0,MES -18,MES -9,10,2,20.025263157894738,21.462386037075007,67.74,0.0,35.78333333333333,15.508429249210824,48.0,0.0,7,20,Normal
4685526,Plan 204,Estrato 3,15.582499999999998,7.962165310301678,25.0,0.0,3.856666666666666,2.4910051518747744,7.47,0.0,9.404285714285715,11.319781884151388,25.0,0.0,18.692307692307693,1.4366984945013914,21.0,16.0,20.846153846153847,3.1317235362803513,25.0,15.0,MES -8,MES -1,8,2,18.54586206896552,5.462688183291408,25.0,0.0,3.31,0.0,3.31,3.31,3,6,Normal
4716269,Plan 204,Estrato 3,16.22222222222222,3.431876713662333,23.0,11.0,14.833333333333334,2.041241452319315,17.0,11.0,13.714285714285714,1.1126972805283737,15.0,12.0,14.384615384615385,1.192927878405448,16.0,12.0,19.615384615384617,3.2796966714027467,23.0,14.0,MES -28,MES -1,28,1,21.444444444444443,1.5713484026367723,23.0,18.0,15.0,0.0,15.0,15.0,0,0,Fraude
5709984,Plan 123,Estrato -1,365.6666666666667,86.81112502767965,484.0,10.0,264.3333333333333,136.41505293282947,391.0,10.0,344.2857142857143,48.193064112706395,417.0,266.0,386.61538461538464,72.78339836063631,484.0,269.0,404.2307692307692,47.70596371900451,484.0,352.0,MES -3,MES -1,3,1,377.3235294117647,62.07051046911241,484.0,240.0,10.0,0.0,10.0,10.0,0,0,Normal
5709610,Plan 204,Estrato 2,7.833333333333333,6.416496596385645,23.0,0.0,2.1666666666666665,3.488074922742725,8.0,0.0,10.428571428571429,1.3972762620115438,12.0,8.0,7.615384615384615,5.220767209559362,16.0,0.0,9.923076923076923,8.056690164717544,23.0,0.0,MES -8,MES -1,8,3,8.931034482758621,6.29137907409682,23.0,0.0,0.0,0.0,0.0,0.0,6,0,Fraude
5113259,Plan 204,Estrato 2,2.314722222222222,0.9187428868097385,4.0,0.0,2.2216666666666667,0.7502110814075375,3.0,1.0,2.2857142857142856,0.4879500364742666,3.0,2.0,2.3846153846153846,0.5063696835418333,3.0,2.0,2.3076923076923075,1.377474463442389,4.0,0.0,MES -10,MES -8,3,3,2.3333333333333335,0.9813067629253163,4.0,0.0,2.29125,0.6548174841129397,3.0,1.0,2,1,Normal
