OT,Plan de facturacion,Estrato,promedio_36m,desv_36m,max_36m,min_36m,promedio_6m_1m,desv_6m_1m,max_6m_1m,min_6m_1m,promedio_12m_6m,desv_12m_6m,max_12m_6m,min_12m_6m,promedio_24m_12m,desv_24m_12m,max_24m_12m,min_24m_12m,promedio_36m_24m,desv_36m_24m,max_36m_24m,min_36m_24m,Caida_Inicio,Caida_Fin,LongitudCaida,CantidadCaidas,Prom_AntesCaida,Desv_AntesCaida,Max_AntesCaida,Min_AntesCaida,Prom_DespuesCaida,Desv_DespuesCaida,Max_DespuesCaida,Min_DespuesCaida,ConsumosCero,ConsumosDecimal,Resultado
4889251,Plan 204,Estrato 3,7.055555555555555,1.6893691881789055,11.0,3.0,7.0,2.0,9.0,4.0,6.0,1.0,7.0,4.0,7.153846153846154,1.6756169931378435,10.0,4.0,7.384615384615385,1.9381460874790262,11.0,3.0,MES -22,MES -5,18,2,7.533333333333333,1.8571184369578826,11.0,3.0,7.2,1.9390719429665317,9.0,4.0,0,0,Fraude
5250278,Plan 123,Estrato -1,6.474166666666666,4.8694026474360435,21.0,1.0,2.3216666666666668,0.7177859476659226,3.02,1.0,3.0228571428571427,1.417847127228629,4.83,1.0,6.230769230769231,2.521700687824461,13.0,3.0,10.538461538461538,5.753482780243989,21.0,5.0,MES -23,MES -1,23,1,10.214285714285714,5.453420570464683,21.0,5.0,1.0,0.0,1.0,1.0,0,7,Fraude
4664672,Plan 204,Estrato 2,10.444444444444445,3.018461712712472,20.0,0.0,8.5,4.722287581247038,12.0,0.0,10.142857142857142,1.3451854182690985,12.0,8.0,11.23076923076923,2.1273554065179208,15.0,8.0,10.923076923076923,3.040327242845701,20.0,8.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,1,0,Normal
4889475,Plan 204,Estrato 6,13.185277777777777,5.2076676907976545,30.0,0.0,7.778333333333333,6.705730136731322,17.0,0.0,12.142857142857142,1.8644544714716087,15.0,10.0,16.615384615384617,4.908130355822224,30.0,12.0,13.0,2.798809270624444,17.0,9.0,MES -15,MES -4,12,3,14.818181818181818,4.588883441499623,30.0,9.0,6.9175,7.2705170895886075,17.0,0.0,2,1,Normal
5542357,Plan 204,Estrato 6,11.38888888888889,2.194509743854653,16.0,8.0,9.5,0.8366600265340756,10.0,8.0,10.571428571428571,2.2253945610567474,13.0,8.0,11.076923076923077,1.6563785025137654,13.0,8.0,13.0,2.1984843263788196,16.0,9.0,MES -6,MES -1,6,1,11.64516129032258,2.222297374148366,16.0,8.0,10.0,0.0,10.0,10.0,0,0,Fraude
5412731,Plan 204,Estrato 3,15.58361111111111,7.9918798620949465,38.0,2.0,22.861666666666668,4.573271986954927,30.0,17.0,23.810000000000002,6.8843566632377975,38.0,18.0,17.076923076923077,2.900044208327937,25.0,13.0,7.320769230769231,3.4882098119676934,15.0,2.0,MES -32,MES -30,3,1,5.6,2.33238075793812,9.0,2.0,17.666999999999998,6.8831437342733635,38.0,5.17,0,4,Normal
4870907,Plan 204,Estrato 2,12.166666666666666,7.799267364860076,24.0,0.0,1.5,2.7386127875258306,7.0,0.0,3.7142857142857144,6.5755680544037585,16.0,0.0,15.923076923076923,3.1744169664558997,23.0,12.0,18.076923076923077,3.7740680629249046,24.0,9.0,MES -11,MES -1,11,2,16.5,3.5545204155575454,24.0,9.0,0.0,0.0,0.0,0.0,7,0,Normal
4706285,Plan 123,Estrato -1,4.472222222222222,1.2302406526741276,7.0,2.0,3.8333333333333335,0.752772652709081,5.0,3.0,5.0,0.816496580927726,6.0,4.0,5.384615384615385,1.1208970766356101,7.0,3.0,3.6923076923076925,0.9473309334313418,5.0,2.0,MES -7,MES -5,3,1,4.6,1.254325848148452,7.0,2.0,3.8,0.7483314773547882,5.0,3.0,0,0,Fraude
5370670,Plan 204,Estrato 2,37.22222222222222,11.092110738489795,54.0,2.0,22.0,16.73320053068151,40.0,2.0,32.857142857142854,14.415600015591576,46.0,2.0,37.69230769230769,6.524116994973539,50.0,28.0,43.84615384615385,5.32049737408941,54.0,36.0,MES -6,MES -4,3,3,39.03225806451613,9.25441087847283,54.0,2.0,32.0,7.0710678118654755,40.0,24.0,0,0,Normal
5113186,Plan 204,Estrato 3,11.870277777777778,4.948717286103316,23.0,4.0,17.221666666666668,2.833869557101503,23.0,16.0,16.285714285714285,3.0394235042348474,21.0,11.0,12.615384615384615,3.640935354604673,18.0,6.0,6.615384615384615,1.192927878405448,8.0,4.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,1,Fraude
4567509,Plan 204,Estrato 6,14.50361111111111,2.295124214226794,21.33,11.0,16.355,3.4704509793397165,21.33,12.0,12.857142857142858,1.7728105208558367,16.0,11.0,14.307692307692308,1.5483655567842813,18.0,12.0,14.692307692307692,2.1750331562459526,18.0,12.0,MES -8,MES -6,3,1,14.241379310344827,1.7548980206895826,18.0,11.0,16.355,3.1680738101670967,21.33,12.0,0,4,Fraude
5088761,Plan 204,Estrato 2,1.6158333333333335,1.854537870814644,6.0,0.0,2.3333333333333335,2.0655911179772892,5.0,0.0,2.738571428571429,2.4789273794084714,6.0,0.0,0.3076923076923077,0.8548504142651104,3.0,0.0,2.0,1.6832508230603465,4.0,0.0,MES -4,MES -1,4,2,1.7021212121212121,1.8648320382174282,6.0,0.0,0.0,0.0,0.0,0.0,17,1,Normal
5006400,Plan 204,Estrato 4,18.583333333333332,2.832212663524505,25.0,12.0,17.333333333333332,1.0327955589886446,18.0,16.0,20.428571428571427,3.552329886011098,25.0,16.0,18.692307692307693,2.5293153020997403,24.0,15.0,17.76923076923077,2.743290182543769,23.0,12.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,0,Fraude
5485869,Plan 204,Estrato 3,11.243611111111111,5.9179929767629735,24.0,0.0,1.5,1.6431676725154984,4.0,0.0,12.395714285714288,5.466454844908953,21.0,4.0,12.846153846153847,2.7032743678162428,18.0,10.0,13.384615384615385,5.470198983864932,24.0,7.0,MES -8,MES -1,8,4,13.26793103448276,4.2498157195831645,24.0,7.0,3.0,0.0,3.0,3.0,2,2,Fraude
4889410,Plan 123,Estrato -1,5.370277777777777,2.6195588353887937,12.0,0.0,1.0,2.0,5.0,0.0,5.618571428571428,0.4882768535516359,6.0,5.0,6.769230769230769,2.314945865236239,12.0,5.0,6.076923076923077,1.1151635501529558,8.0,4.0,MES -18,MES -1,18,1,6.684210526315789,1.9208723779889116,12.0,4.0,0.0,0.0,0.0,0.0,4,1,Normal
5644812,Plan 204,Estrato 4,4.388888888888889,3.1009471159426463,18.0,2.0,4.5,0.8366600265340756,6.0,4.0,3.857142857142857,0.6900655593423541,5.0,3.0,3.4615384615384617,0.5188745216627708,4.0,3.0,5.461538461538462,4.993585629174435,18.0,2.0,MES -34,MES -1,34,1,12.333333333333334,6.018490028422596,18.0,4.0,6.0,0.0,6.0,6.0,0,0,Fraude
5577294,Plan 204,Estrato 2,7.944444444444445,3.569269188458968,13.0,0.0,0.5,0.8366600265340756,2.0,0.0,8.714285714285714,2.984084768360628,10.0,2.0,10.153846153846153,1.0681880176381127,13.0,9.0,8.538461538461538,0.9674179220468453,10.0,7.0,MES -6,MES -1,6,1,9.193548387096774,1.76743581055519,13.0,2.0,0.0,0.0,0.0,0.0,4,0,Normal
5348604,Plan 204,Estrato 3,10.777777777777779,7.578583022895549,22.0,0.0,5.0,6.418722614352485,16.0,0.0,4.285714285714286,2.690370836538197,8.0,0.0,9.23076923076923,7.81189100190479,18.0,0.0,17.846153846153847,1.9081471748860572,22.0,14.0,MES -33,MES -1,33,1,19.5,1.6583123951777,22.0,18.0,6.0,0.0,6.0,6.0,6,0,Normal
5413921,Plan 204,Estrato 4,18.375,4.306763783366146,31.0,12.0,22.083333333333332,6.3436319775556544,31.0,12.0,18.285714285714285,2.690370836538197,21.0,14.0,18.615384615384617,4.011202262382637,26.0,14.0,16.615384615384617,2.9308264345988806,24.0,13.0,MES -32,MES -24,9,1,18.6,3.1368774282716245,24.0,15.0,19.229166666666668,4.536838029460117,31.0,12.0,0,1,Normal
5718600,Plan 7,Estrato 4,16.7175,5.785439543741315,31.0,5.0,15.971666666666666,3.287068095836572,22.0,12.0,13.0,3.2145502536643185,17.0,7.0,17.846153846153847,7.537087786916927,31.0,7.0,17.23076923076923,4.8845649098946735,24.0,5.0,MES -3,MES -1,3,3,16.764705882352942,5.866449088971523,31.0,5.0,15.83,0.0,15.83,15.83,0,1,Fraude
5501525,Plan 7,Estrato 4,2.1591666666666662,4.268947260658734,19.0,0.0,0.8333333333333334,2.0412414523193148,5.0,0.0,0.2857142857142857,0.7559289460184545,2.0,0.0,3.2615384615384615,4.511751038776125,13.0,0.0,2.1792307692307693,5.262851669229115,19.0,0.0,MES -3,MES -1,3,4,2.286176470588235,4.297620418670753,19.0,0.0,0.0,0.0,0.0,0.0,23,2,Normal
4959321,Plan 204,Estrato 3,7.291944444444444,6.59448203075634,24.0,0.0,1.585,2.288525726313777,5.0,0.0,0.42857142857142855,0.7867957924694431,2.0,0.0,11.153846153846153,8.315108275965242,24.0,0.0,9.307692307692308,2.4625398604088757,16.0,7.0,MES -16,MES -1,16,2,11.904761904761905,4.439055690065302,24.0,7.0,5.0,0.0,5.0,5.0,10,1,Fraude
5006361,Plan 204,Estrato 4,6.523055555555556,5.911126950539705,19.0,0.0,0.8333333333333334,0.983192080250175,2.0,0.0,1.2857142857142858,0.9511897312113418,3.0,0.0,6.992307692307692,6.6758846527959035,19.0,0.0,11.110000000000001,3.0547995024223766,17.0,7.0,MES -19,MES -1,19,2,11.712777777777779,3.6159673756449178,19.0,5.0,2.0,0.0,2.0,2.0,5,4,Fraude
4849602,Plan 204,Estrato 4,9.541666666666666,8.269889444761123,51.0,0.0,0.16666666666666666,0.408248290463863,1.0,0.0,13.5,17.313289693180785,51.0,0.0,10.153846153846153,0.9870962335856489,12.0,9.0,10.615384615384615,1.325296290046213,14.0,8.0,MES -7,MES -1,7,2,11.416666666666666,7.6595075269599135,51.0,0.0,0.0,0.0,0.0,0.0,6,1,Fraude
4649384,Plan 204,Estrato 5,21.759166666666665,9.274205202757656,38.0,1.0,20.5,1.51657508881031,22.0,18.0,20.285714285714285,3.728908942943218,27.0,16.0,22.76923076923077,13.153921127391673,38.0,1.0,22.41,8.823659482701418,32.0,2.0,MES -16,MES -1,16,2,25.06333333333333,9.04066123442061,38.0,2.0,18.0,0.0,18.0,18.0,0,1,Normal
4706514,Plan 204,Estrato 2,5.921388888888889,5.791191415924104,21.0,0.0,1.8333333333333333,2.228601953392904,5.0,0.0,4.0,4.760952285695233,14.0,1.0,10.090000000000002,7.475424179714933,21.0,1.0,4.923076923076923,2.215909838025097,9.0,1.0,MES -11,MES -1,11,2,7.545000000000001,5.880169575001152,21.0,1.0,0.0,0.0,0.0,0.0,3,1,Normal
4630425,Plan 204,Estrato 3,20.72611111111111,4.365266987598339,28.0,1.0,16.856666666666666,8.528091619270203,25.0,1.0,22.142857142857142,1.7728105208558367,25.0,20.0,23.307692307692307,2.3939025107069907,28.0,19.0,19.615384615384617,1.8501559185854914,22.0,16.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,2,Fraude
5609102,Plan 204,Estrato 3,10.027777777777779,8.631123122120687,30.0,0.0,25.333333333333332,2.4221202832779936,28.0,21.0,8.975714285714286,5.57322126225895,21.0,5.0,6.230769230769231,4.969135507541296,15.0,0.0,8.013076923076923,7.049625740202318,30.0,4.0,MES -21,MES -15,7,1,8.448125000000001,6.491127809123388,30.0,4.0,14.121999999999998,9.528363413164579,28.0,0.0,2,2,Fraude
5787675,Plan 123,Estrato -1,966.6444444444444,545.1738306969855,2370.0,0.0,454.0333333333333,523.7836276809983,1318.0,0.0,1346.2857142857142,184.52074344610895,1647.0,1029.0,734.0,264.95030980670066,1296.0,242.0,1247.8461538461538,565.2876621912432,2370.0,668.0,MES -32,MES -1,32,1,1837.8,392.0762170803019,2370.0,1274.0,575.03,0.0,575.03,575.03,2,2,Fraude
5043411,Plan 7,Estrato 5,7.2075000000000005,6.999767087961876,36.0,0.0,8.834999999999999,1.5249491794810737,10.62,6.63,5.680000000000001,4.291002213935575,10.55,0.0,9.733076923076924,10.500842334955312,36.0,0.0,4.299230769230769,3.051517277078354,10.61,0.0,MES -12,MES -10,3,2,7.09,8.05811938357828,36.0,0.0,7.6,2.9781336437440142,10.62,0.0,6,17,Normal
5515326,Plan 204,Estrato 3,14.717499999999998,6.958850223174186,26.0,0.0,9.833333333333334,8.588752334691383,20.0,0.0,17.142857142857142,1.864454471471609,20.0,14.0,17.846153846153847,4.200122098347337,26.0,10.0,12.756153846153845,8.09997894900715,22.0,1.0,MES -3,MES -1,3,1,15.583235294117644,6.02983597503391,26.0,1.0,0.0,0.0,0.0,0.0,2,1,Normal
5069639,Plan 7,Estrato 6,64.63055555555555,80.95065607938295,272.54,0.0,2.0,3.3466401061363023,8.0,0.0,67.17428571428572,60.4047478424069,116.92,0.0,115.07538461538464,66.58163868707656,272.54,0.0,36.41692307692308,90.05464187412508,272.54,0.0,MES -8,MES -1,8,2,79.81724137931033,81.97944447559975,272.54,0.0,0.0,0.0,0.0,0.0,15,19,Normal
5635651,Plan 123,Estrato -1,5.825833333333333,1.697950655517241,10.0,1.0,7.166666666666667,0.983192080250175,8.0,6.0,6.571428571428571,2.5952548273816234,10.0,3.0,5.583076923076923,2.0580993846078175,10.0,1.0,5.535384615384616,0.932797007076168,7.0,3.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,8,Normal
4966558,Plan 123,Estrato -1,10.277777777777779,1.7173253475117491,14.0,5.0,11.833333333333334,1.1690451944500122,13.0,10.0,10.714285714285714,1.1126972805283735,12.0,9.0,9.692307692307692,1.7021856236720765,12.0,5.0,10.0,1.7320508075688772,14.0,7.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,0,Fraude
5665332,Plan 204,Estrato 2,15.277777777777779,5.327079666926127,24.0,0.0,6.0,6.663332499583072,13.0,0.0,14.285714285714286,1.1126972805283737,16.0,13.0,17.384615384615383,1.7577666482623882,20.0,15.0,18.076923076923077,2.2898885875932358,24.0,16.0,MES -13,MES -1,13,1,17.791666666666668,1.9786183450972943,24.0,15.0,0.0,0.0,0.0,0.0,3,0,Normal
5119802,Plan 7,Estrato 6,25.22416666666667,8.83143359176268,52.0,3.0,15.511666666666668,2.9811368077742877,19.17,11.0,19.142857142857142,8.839844859659989,32.0,3.0,28.615384615384617,8.470915550069558,52.0,19.0,28.615384615384617,5.500582719713454,35.0,15.0,MES -4,MES -1,4,2,26.27878787878788,8.296667734726945,52.0,3.0,13.0,0.0,13.0,13.0,0,3,Normal
4766746,Plan 204,Estrato 2,68.01638888888888,9.862781454329859,94.0,46.0,76.57,14.061987057311638,94.0,51.0,73.85714285714286,10.605479266689954,94.0,65.0,65.3076923076923,9.339741389929875,82.0,46.0,65.55153846153847,6.647771363589763,76.0,51.17,MES -15,MES -13,3,1,66.55318181818183,6.948501072084564,82.0,51.17,71.41692307692308,12.405293773605987,94.0,46.0,0,5,Fraude
4849771,Plan 123,Estrato -1,87.71166666666666,41.31143131317115,143.0,15.33,115.64333333333333,12.694932322256257,130.0,94.0,129.98,12.802258915259188,143.0,104.0,105.56692307692308,20.063650126790396,134.0,74.7,40.19692307692307,22.358729982050775,82.0,15.33,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,10,Fraude
5678491,Plan 204,Estrato 3,11.833333333333334,3.1121880222303866,17.0,2.0,12.5,1.378404875209022,14.0,10.0,8.571428571428571,1.6183471874253743,10.0,6.0,11.153846153846153,3.9337461756395737,16.0,2.0,13.692307692307692,2.1363760352762253,17.0,11.0,MES -14,MES -6,9,2,12.782608695652174,2.9185541646675497,17.0,2.0,12.5,1.2583057392117916,14.0,10.0,0,0,Normal
5309549,Plan 204,Estrato 2,17.805555555555557,9.993767899315895,34.0,0.0,3.3333333333333335,3.723797345005051,8.0,0.0,13.142857142857142,8.85867882227313,28.0,4.0,20.46153846153846,4.736654667156709,28.0,15.0,24.692307692307693,8.097166329284743,34.0,11.0,MES -29,MES -1,29,1,29.75,4.815340071064556,34.0,19.0,6.0,0.0,6.0,6.0,3,0,Fraude
5455694,Plan 204,Estrato 6,18.416666666666668,3.6439774187790226,24.0,10.0,18.5,3.082207001484488,21.0,13.0,17.0,3.2145502536643185,20.0,11.0,18.153846153846153,2.154303980645638,20.0,13.0,19.53846153846154,4.789143705914183,24.0,10.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,0,Normal
5787689,Plan 7,Estrato 6,5.070833333333334,3.7808580847663213,13.0,0.0,8.370000000000001,4.771238832839957,12.63,0.0,3.0714285714285716,3.701672723564436,9.0,0.0,4.153846153846154,2.577018750615843,8.0,0.0,4.4484615384615385,3.90866739045813,13.0,0.0,MES -22,MES -20,3,1,4.3886666666666665,3.5747333078458072,13.0,0.0,5.636,3.834873400778701,12.63,0.0,6,9,Anomalia
5155217,Plan 204,Estrato 3,10.094166666666666,2.4937297081165104,13.0,1.67,6.843333333333334,3.2476801977206233,10.87,1.67,8.428571428571429,3.79807156581437,12.0,1.67,9.923076923076923,1.8912755158683456,12.0,5.0,11.76923076923077,1.1657505560686465,13.0,10.0,MES -3,MES -1,3,3,10.27,2.416805134640261,13.0,1.67,6.84,0.0,6.84,6.84,0,6,Fraude
5044195,Plan 204,Estrato 3,21.85111111111111,2.049299222072585,28.0,17.0,20.773333333333333,1.162474372477375,22.0,19.0,22.142857142857142,1.3451854182690985,24.0,21.0,23.0,1.224744871391589,25.0,21.0,21.23076923076923,2.681847813040049,28.0,17.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,2,Fraude
4849926,Plan 204,Estrato 2,15.62638888888889,4.941752813831937,31.0,4.0,11.924999999999999,4.077341045338248,15.0,4.0,12.857142857142858,0.6900655593423541,14.0,12.0,14.538461538461538,1.3301243435223526,17.0,13.0,19.53846153846154,5.8539927202919175,31.0,13.0,MES -28,MES -1,28,1,21.444444444444443,5.756370598661609,31.0,14.0,12.22,0.0,12.22,12.22,0,2,Normal
5651701,Plan 123,Estrato -1,45.095277777777774,22.879124669333848,106.0,0.0,8.138333333333334,14.274971687070577,35.0,0.0,65.08571428571429,22.6038660831452,106.0,35.0,51.30769230769231,17.618099667598543,106.0,36.0,48.69230769230769,14.963202728608469,70.0,24.0,MES -7,MES -1,7,3,52.486666666666665,15.777784663535273,106.0,24.0,13.83,0.0,13.83,13.83,4,4,Fraude
5591839,Plan 123,Estrato -1,1953.9994444444444,857.1306964116447,3763.0,193.0,2171.6116666666667,1034.492486592661,2941.0,193.0,2857.0242857142853,283.5160797237165,3349.0,2534.17,1801.0746153846155,670.8128897416848,3450.0,824.0,1640.720769230769,823.6882852598784,3763.0,903.0,MES -22,MES -14,9,2,1742.2246666666665,869.5862315597126,3763.0,903.0,2436.988571428571,757.7124565790785,3349.0,193.0,0,6,Normal
4671291,Plan 204,Estrato 2,6.194444444444445,1.8642416220535432,9.0,0.0,5.666666666666667,3.777124126457412,9.0,0.0,6.571428571428571,1.2724180205607036,8.0,5.0,6.461538461538462,1.1266014242982163,8.0,5.0,5.923076923076923,1.3821202589704018,9.0,3.0,MES -14,MES -11,4,1,6.304347826086956,1.2661060677009597,9.0,3.0,6.181818181818182,2.7242407388675813,9.0,0.0,1,0,Fraude
5250306,Plan 123,Estrato -1,15.270555555555555,7.390663200260349,52.0,8.94,13.723333333333334,2.8057488602272778,16.72,8.94,16.905714285714286,5.140732299140715,23.06,8.94,16.153846153846153,10.96088617042553,52.0,11.0,13.615384615384615,4.64647647037447,26.0,9.0,MES -13,MES -11,3,2,14.916666666666666,8.46028302652393,52.0,9.0,15.794545454545455,4.050336380276141,23.06,8.94,0,8,Fraude
5495513,Plan 204,Estrato 2,4.673333333333334,5.468517166472096,16.0,0.0,5.576666666666667,3.1644314918586347,10.52,1.0,3.63,5.134533409506003,11.06,0.0,0.15384615384615385,0.37553380809940534,1.0,0.0,8.538461538461538,5.839740071489835,16.0,0.0,MES -30,MES -1,30,1,12.857142857142858,2.695423180587601,16.0,7.0,6.31,0.0,6.31,6.31,16,5,Normal
4706406,Plan 204,Estrato 2,4.2313888888888895,1.8009634767102982,8.0,0.0,2.888333333333333,2.0510525753053397,5.0,0.0,5.428571428571429,0.5345224838248488,6.0,5.0,3.3076923076923075,1.4366984945013914,5.0,0.0,5.153846153846154,1.4632243987255136,8.0,3.0,MES -4,MES -1,4,2,4.484848484848484,1.5786686397128613,8.0,0.0,3.33,0.0,3.33,3.33,2,1,Fraude
5089929,Plan 204,Estrato 3,7.5,7.209121206598525,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7320508075688772,4.0,0.0,6.076923076923077,4.536179347967083,18.0,1.0,14.615384615384615,5.284229075567875,19.0,2.0,MES -16,MES -1,16,2,11.80952380952381,6.199992685241827,19.0,1.0,0.0,0.0,0.0,0.0,10,0,Fraude
4966559,Plan 204,Estrato 3,24.27777777777778,4.712361319588005,36.0,18.0,25.833333333333332,4.167333280008532,29.0,18.0,29.142857142857142,3.484660262185848,36.0,25.0,25.153846153846153,4.561544947459392,33.0,20.0,20.384615384615383,1.2608503439122305,22.0,18.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,0,Fraude
5459451,Plan 123,Estrato -1,8303.026944444444,1542.155492832436,10800.0,4562.0,10277.883333333333,581.5575789435358,10800.0,9497.83,9410.285714285714,1201.138864340244,10790.0,7563.0,8213.128461538461,904.8684059192083,9737.0,6503.0,7149.0,1301.2256401818506,9342.0,4562.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,4,Normal
5592081,Plan 204,Estrato 2,8.583333333333334,4.801041553663121,19.0,0.0,8.833333333333334,6.76510655249913,17.0,0.0,15.571428571428571,1.98805959477601,19.0,13.0,7.6923076923076925,4.289223227746009,16.0,3.0,6.3076923076923075,1.1821319289469756,8.0,4.0,MES -3,MES -1,3,2,9.029411764705882,4.481893600055063,19.0,3.0,0.0,0.0,0.0,0.0,1,0,Fraude
5586631,Plan 123,Estrato -1,374.84722222222223,95.80850092348982,591.0,210.0,444.1666666666667,94.92611161670253,571.0,318.0,503.14285714285717,93.3335034012056,591.0,324.0,362.0,43.56412897480372,425.0,260.0,288.96153846153845,33.344453273409115,338.0,210.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,1,Normal
5542397,Plan 204,Estrato 4,7.138888888888889,2.7790314631208966,13.0,3.0,8.333333333333334,1.3662601021279464,10.0,6.0,7.714285714285714,1.3801311186847083,10.0,6.0,4.923076923076923,1.3821202589704018,8.0,3.0,8.538461538461538,3.356967496004507,13.0,3.0,MES -29,MES -1,29,1,10.875,1.4523687548277813,13.0,8.0,8.0,0.0,8.0,8.0,0,0,Fraude
5506850,Plan 7,Estrato 5,17.39305555555556,11.172444116650688,45.0,0.0,10.713333333333333,0.021602468994693178,10.74,10.68,10.682857142857143,0.1333809438805866,10.82,10.45,10.18,3.746380475427805,15.1,0.0,29.816153846153846,9.397485070008127,45.0,11.61,MES -34,MES -1,34,1,41.333333333333336,2.8674417556808756,45.0,38.0,10.71,0.0,10.71,10.71,1,21,Normal
4633534,Plan 123,Estrato -1,182.3175,115.6536599970545,607.0,0.0,342.6333333333334,149.8548585354064,607.0,176.0,220.66714285714286,61.86336199353263,355.5,163.67,153.95923076923077,29.797772976499004,201.0,69.2,119.22,107.49979790678677,334.0,0.0,MES -34,MES -7,28,1,283.4433333333333,48.51260752514638,334.0,218.0,322.4714285714286,135.9387961472338,607.0,176.0,1,10,Normal
5609391,Plan 504,Estrato 2,5.805555555555555,5.263455923057422,21.0,0.0,2.5,1.51657508881031,4.0,0.0,3.2857142857142856,1.2535663410560174,5.0,2.0,3.0,2.1213203435596424,7.0,0.0,11.0,5.400617248673217,21.0,2.0,MES -25,MES -1,25,1,11.75,4.674844025918583,21.0,4.0,4.0,0.0,4.0,4.0,3,0,Fraude
4615131,Plan 204,Estrato 4,12.077222222222222,2.671951251812707,18.61,4.0,10.935,5.017703658049168,18.61,4.0,13.682857142857143,3.19549012560783,18.61,10.0,12.615384615384615,1.660244035197915,16.0,10.0,11.538461538461538,1.8980421761815787,14.0,7.0,sin caida,sin caida,0,0,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,Sin Caida,0,3,Fraude
5531458,Plan 123,Estrato -1,377.25666666666666,467.2330874841806,2319.0,45.23,929.0,872.8083409317305,2319.0,116.0,470.07142857142856,273.74751575302446,846.0,116.0,286.0,213.88012608312474,882.0,76.0,119.90307692307692,98.3401371418452,432.0,45.23,MES -31,MES -23,9,1,146.62333333333333,133.13508286281603,432.0,45.23,522.7173913043479,518.2341636685048,2319.0,76.0,0,5,Normal
4860845,Plan 204,Estrato 3,3.3936111111111114,2.338689685367523,7.0,0.0,0.19499999999999998,0.40018745607527484,1.0,0.0,2.142857142857143,2.4784787961282104,6.0,0.0,4.461538461538462,2.221687969967303,7.0,0.0,4.615384615384615,1.0439078454267838,6.0,3.0,MES -9,MES -1,9,2,4.285714285714286,1.7899948694488097,7.0,0.0,1.0,0.0,1.0,1.0,7,1,Normal
5515318,Plan 204,Estrato 5,2.9299999999999997,1.979839820360656,8.0,0.0,3.5,3.2093613071762426,8.0,0.0,4.3100000000000005,2.6037216953174287,8.0,2.0,2.4615384615384617,0.7762500258061849,4.0,1.0,2.7930769230769235,1.9816381464812751,8.0,1.0,MES -4,MES -1,4,2,3.105454545454545,1.8989727540597199,8.0,1.0,0.0,0.0,0.0,0.0,2,3,Normal
5423342,Plan 204,Estrato 3,8.759166666666665,6.830119586905384,31.0,0.0,6.333333333333333,4.1311822359545785,14.0,2.0,6.047142857142857,2.312766844320991,8.0,2.0,4.961538461538462,3.668089525792789,11.0,0.0,14.5,7.6702889993359005,31.0,0.0,MES -34,MES -1,34,1,19.0,9.797958971132712,31.0,7.0,6.0,0.0,6.0,6.0,3,4,Fraude
5119807,Plan 7,Estrato 6,27.04416666666667,15.239405758005882,65.0,0.0,22.606666666666666,5.370972599694274,30.0,16.0,19.142857142857142,12.033682886362088,34.0,0.0,27.307692307692307,20.36596268035066,65.0,1.0,35.68846153846154,10.541764436558873,53.0,19.0,MES -20,MES -1,20,2,36.26176470588236,13.422747257720257,65.0,11.0,20.81,0.0,20.81,20.81,1,6,Normal
5336073,Plan 204,Estrato 3,11.900277777777777,5.505598442163142,26.0,0.0,10.333333333333334,4.96655480858378,18.0,4.0,8.285714285714286,5.96417878432803,18.0,0.0,12.307692307692308,4.479297106031543,23.0,4.0,14.108461538461539,5.8628176476188285,26.0,8.0,MES -34,MES -1,34,1,23.396666666666665,3.126449885875174,26.0,19.0,4.0,0.0,4.0,4.0,1,2,Normal
